,atu,id,language,level_1,level_2,title
596,613,1012,Italian,Tales of Magic,Magic Objects,Le cornacchie
597,613,1013,Spanish,Tales of Magic,Magic Objects,Los dos caminantes
598,613,1014,Danish,Tales of Magic,Magic Objects,De to vandringsmænd
599,613,1015,Polish,Tales of Magic,Magic Objects,Dwaj Wędrownicy
600,613,1017,English,Tales of Magic,Magic Objects,The two travellers
601,613,1018,French,Tales of Magic,Magic Objects,Les deux compagnons en tournée
602,613,1019,German,Tales of Magic,Magic Objects,Die beiden Wanderer
603,441,1022,Italian,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,Gian Porcospino
604,441,1023,Spanish,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,Juan-mi-erizo (Juan Erizo)
605,441,1026,English,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,Hans my Hedgehog
606,441,1027,French,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,Jean mon Hérisson
607,441,1028,German,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,Hans mein Igel
608,UNKNOWN,1031,Italian,UNKNOWN,UNKNOWN,La camicina da morto
609,UNKNOWN,1032,Spanish,UNKNOWN,UNKNOWN,La camisita del muerto
610,UNKNOWN,1033,Danish,UNKNOWN,UNKNOWN,Ligskjorten
611,UNKNOWN,1034,Polish,UNKNOWN,UNKNOWN,Grobowa Koszulina
612,UNKNOWN,1036,Polish,UNKNOWN,UNKNOWN,The shroud
613,UNKNOWN,1038,German,UNKNOWN,UNKNOWN,Das Totenhemdchen
614,592,1041,Spanish,Tales of Magic,Magic Objects,El judío en el espino
615,592,1042,Danish,Tales of Magic,Magic Objects,Jøden i tornebusken
616,592,1045,Polish,Tales of Magic,Magic Objects,The jew among thorns
617,592,1047,German,Tales of Magic,Magic Objects,Der Jude im Dorn
618,304,1050,Italian,Tales of Magic,Supernatural Adversaries,Il cacciatore provetto
619,304,1051,Spanish,Tales of Magic,Supernatural Adversaries,El hábil cazador
620,304,1052,Danish,Tales of Magic,Supernatural Adversaries,Den flinke jæger
621,304,1053,Polish,Tales of Magic,Supernatural Adversaries,Wytrawny myśliwy
622,304,1055,English,Tales of Magic,Supernatural Adversaries,The skilful huntsman
623,304,1057,German,Tales of Magic,Supernatural Adversaries,Der gelernte Jäger
624,UNKNOWN,1060,Italian,UNKNOWN,UNKNOWN,La trebbia venuta dal cielo
625,UNKNOWN,1061,Spanish,UNKNOWN,UNKNOWN,El mayal del cielo
626,UNKNOWN,1062,Danish,UNKNOWN,UNKNOWN,Tærskeplejlen fra himlen
627,UNKNOWN,1063,Polish,UNKNOWN,UNKNOWN,Cep z Nieba
628,UNKNOWN,1065,Polish,UNKNOWN,UNKNOWN,The flail from heaven
629,UNKNOWN,1067,German,UNKNOWN,UNKNOWN,Der Dreschflegel vom Himmel
630,UNKNOWN,1070,Italian,UNKNOWN,UNKNOWN,Il principe e la principessa
631,UNKNOWN,1071,Spanish,UNKNOWN,UNKNOWN,Los dos príncipes
632,UNKNOWN,1072,Danish,UNKNOWN,UNKNOWN,De to kongebørn
633,UNKNOWN,1076,German,UNKNOWN,UNKNOWN,Die beiden Königskinder
634,UNKNOWN,1079,Italian,UNKNOWN,UNKNOWN,Il saggio piccolo sarto
635,UNKNOWN,1080,Spanish,UNKNOWN,UNKNOWN,El sastrecillo listo
636,UNKNOWN,1081,Danish,UNKNOWN,UNKNOWN,Den kloge lille skrædder
637,UNKNOWN,1084,Polish,UNKNOWN,UNKNOWN,The cunning little tailor
638,UNKNOWN,1086,German,UNKNOWN,UNKNOWN,Vom klugen Schneiderlein
639,960,1089,Italian,Realistic Tales,Robbers and Murderers,La luce del sole lo rivelerà
640,960,1090,Spanish,Realistic Tales,Robbers and Murderers,El sol revelador
641,960,1091,Danish,Realistic Tales,Robbers and Murderers,Den klare sol bringer alting for en dag
642,960,1092,Polish,Realistic Tales,Robbers and Murderers,Jasne słońce cię wyda!
643,960,1094,Polish,Realistic Tales,Robbers and Murderers,The bright sun brings it to light
644,960,1096,German,Realistic Tales,Robbers and Murderers,Die klare Sonne bringts an den Tag
645,562,1099,Italian,Tales of Magic,Magic Objects,La luce azzurra
646,562,1100,Spanish,Tales of Magic,Magic Objects,La lámpara azul
647,562,1101,Danish,Tales of Magic,Magic Objects,Det blå lys
648,562,1102,Polish,Tales of Magic,Magic Objects,Niebieskie Światełko
649,562,1104,English,Tales of Magic,Magic Objects,The blue light
650,562,1105,French,Tales of Magic,Magic Objects,La lumière bleue
651,562,1106,German,Tales of Magic,Magic Objects,Das blaue Licht
652,779,1109,Italian,Religious Tales,God Rewards and Punishes,Il bambino capriccioso
653,779,1110,Spanish,Religious Tales,God Rewards and Punishes,El chiquillo testarudo
654,779,1111,Danish,Religious Tales,God Rewards and Punishes,Det uartige barn
655,779,1112,Polish,Religious Tales,God Rewards and Punishes,Uparte dziecko
656,779,1114,Polish,Religious Tales,God Rewards and Punishes,The wilful child
657,779,1115,German,Religious Tales,God Rewards and Punishes,Das eigensinnige Kind
658,660,1118,Italian,Tales of Magic,Supernatural Power or Knowledge,I tre cerusici
659,660,1119,Spanish,Tales of Magic,Supernatural Power or Knowledge,Los tres cirujanos
660,660,1120,Danish,Tales of Magic,Supernatural Power or Knowledge,De tre læger
661,660,1123,Polish,Tales of Magic,Supernatural Power or Knowledge,The three army-surgeons
662,660,1125,German,Tales of Magic,Supernatural Power or Knowledge,Die drei Feldscherer
663,1321,1128,Italian,Anecdotes and Jokes,Stories about a Fool,I sette svevi
664,1321,1129,Spanish,Anecdotes and Jokes,Stories about a Fool,Los siete suabos
665,1321,1132,English,Anecdotes and Jokes,Stories about a Fool,The seven Swabians
666,1321,1133,French,Anecdotes and Jokes,Stories about a Fool,Les sept Souabes
667,1321,1134,German,Anecdotes and Jokes,Stories about a Fool,Die sieben Schwaben
668,360,1137,Italian,Tales of Magic,Supernatural Adversaries,I tre garzoni
669,360,1138,Spanish,Tales of Magic,Supernatural Adversaries,Los tres operarios
670,360,1141,Polish,Tales of Magic,Supernatural Adversaries,The three apprentices
671,360,1143,German,Tales of Magic,Supernatural Adversaries,Die drei Handwerksburschen
672,590,1146,Italian,Tales of Magic,Magic Objects,Il principe senza paura
673,590,1147,Spanish,Tales of Magic,Magic Objects,El príncipe intrépido
674,590,1148,Danish,Tales of Magic,Magic Objects,"Kongesønnen, som ikke var bange for noget"
675,590,1151,German,Tales of Magic,Magic Objects,"Der Königssohn, der sich vor nichts fürchtet"
676,567,1154,Spanish,Tales of Magic,Magic Objects,La lechuga prodigiosa
677,567,1155,Danish,Tales of Magic,Magic Objects,Salatæslet
678,567,1156,Polish,Tales of Magic,Magic Objects,Kapuściany Osioł
679,567,1158,English,Tales of Magic,Magic Objects,Donkey cabbages
680,567,1159,German,Tales of Magic,Magic Objects,Der Krautesel
681,442,1162,Italian,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,La vecchia nel bosco
682,442,1163,Spanish,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,La vieja del bosque
683,442,1164,Danish,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,Den gamle i skoven
684,442,1165,Polish,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,Starucha w lesie
685,442,1167,English,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,The old woman in the wood
686,442,1169,German,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,Die Alte im Wald
687,654,1172,Italian,Tales of Magic,Supernatural Power or Knowledge,I tre fratelli
688,654,1173,Spanish,Tales of Magic,Supernatural Power or Knowledge,Los tres hermanos
689,654,1174,Danish,Tales of Magic,Supernatural Power or Knowledge,De tre brødre
690,654,1175,Polish,Tales of Magic,Supernatural Power or Knowledge,Trzech braci
691,654,1177,English,Tales of Magic,Supernatural Power or Knowledge,The three brothers
692,654,1178,French,Tales of Magic,Supernatural Power or Knowledge,Les trois frères
693,654,1179,German,Tales of Magic,Supernatural Power or Knowledge,Die drei Brüder
694,UNKNOWN,1182,Italian,UNKNOWN,UNKNOWN,Il diavolo e sua nonna
695,UNKNOWN,1183,Spanish,UNKNOWN,UNKNOWN,El diablo y su abuela
696,UNKNOWN,1184,Danish,UNKNOWN,UNKNOWN,Djævelen og hans bedstemor
697,UNKNOWN,1185,Polish,UNKNOWN,UNKNOWN,Diabeł i jego babcia
698,UNKNOWN,1187,English,UNKNOWN,UNKNOWN,The devil and his grandmother
699,UNKNOWN,1188,French,UNKNOWN,UNKNOWN,Le diable et sa grand-mère
700,UNKNOWN,1189,German,UNKNOWN,UNKNOWN,Der Teufel und seine Grossmutter
701,531,1192,Italian,Tales of Magic,Supernatural Helpers,Fernando fedele e Fernando infedele
702,531,1193,Spanish,Tales of Magic,Supernatural Helpers,Fernando Leal y Fernando Desleal
703,531,1194,Danish,Tales of Magic,Supernatural Helpers,Ferdinand tro og Ferdinand utro
704,531,1197,English,Tales of Magic,Supernatural Helpers,Ferdinand the faithful
705,531,1198,French,Tales of Magic,Supernatural Helpers,Fernand Loyal et Fernand Déloyal
706,531,1199,German,Tales of Magic,Supernatural Helpers,Ferdinand getreu und Ferdinand ungetreu
707,425,1202,Italian,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,Il forno
708,425,1203,Spanish,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,El horno de hierro
709,425,1204,Danish,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,Jernovnen
710,425,1207,English,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,The iron stove
711,425,1208,French,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,Le poêle en fonte (Le fourneau)
712,425,1209,German,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,Der Eisenofen
713,1405,1212,Italian,Anecdotes and Jokes,Stories about Married Couples,La filatrice pigra
714,1405,1213,Spanish,Anecdotes and Jokes,Stories about Married Couples,La hilandera holgazana
715,1405,1214,Danish,Anecdotes and Jokes,Stories about Married Couples,Den dovne spinderske
716,1405,1217,Polish,Anecdotes and Jokes,Stories about Married Couples,The lazy spinner
717,1405,1219,German,Anecdotes and Jokes,Stories about Married Couples,Die faule Spinnerin
718,653,1222,Italian,Tales of Magic,Supernatural Power or Knowledge,I quattro fratelli ingegnosi
719,653,1223,Spanish,Tales of Magic,Supernatural Power or Knowledge,Los cuatro hermanos ingeniosos
720,653,1224,Danish,Tales of Magic,Supernatural Power or Knowledge,De fire kunstfærdige brødre
721,653,1227,English,Tales of Magic,Supernatural Power or Knowledge,The four skilful brothers
722,653,1229,German,Tales of Magic,Supernatural Power or Knowledge,Die vier kunstreichen Brüder
723,511,1232,Italian,Tales of Magic,Supernatural Helpers,"Occhietto, Duocchietti, Treocchietti"
724,511,1233,Spanish,Tales of Magic,Supernatural Helpers,"Un Ojito, Dos Ojitos y Tres Ojitos"
725,511,1234,Danish,Tales of Magic,Supernatural Helpers,"Enøje, Toøje og Treøje"
726,511,1235,Polish,Tales of Magic,Supernatural Helpers,"Jednooczka, Dwuoczka i Trzyoczka"
727,511,1237,English,Tales of Magic,Supernatural Helpers,"One-eye, two-eyes, and three-eyes"
728,511,1238,French,Tales of Magic,Supernatural Helpers,"Unœil, Deuxyeux et Troisyeux"
729,511,1239,German,Tales of Magic,Supernatural Helpers,"Einäuglein, Zweiäuglein und Dreiäuglein"
730,2019,1242,Italian,Formula Tales,Cumulative Tales,La bella Caterinella e Pum Pum Fracassino
731,2019,1243,Spanish,Formula Tales,Cumulative Tales,La bella Catalinita y Pif Paf Poltri
732,2019,1244,Danish,Formula Tales,Cumulative Tales,Den smukke Katrine og købstadstampen
733,2019,1247,English,Formula Tales,Cumulative Tales,Fair Katrinelje and Pif-Paf-Poltrie
734,2019,1249,German,Formula Tales,Cumulative Tales,Die schöne Katrinelje und Pif Paf Poltrie
735,UNKNOWN,1252,Italian,UNKNOWN,UNKNOWN,La volpe e il cavallo
736,UNKNOWN,1253,Spanish,UNKNOWN,UNKNOWN,La zorra y el caballo
737,UNKNOWN,1254,Danish,UNKNOWN,UNKNOWN,Hesten og ræven
738,UNKNOWN,1257,English,UNKNOWN,UNKNOWN,The fox and the horse
739,UNKNOWN,1259,German,UNKNOWN,UNKNOWN,Der Fuchs und das Pferd
740,306,1262,Italian,Tales of Magic,Supernatural Adversaries,Le scarpe logorate dal ballo
741,306,1263,Spanish,Tales of Magic,Supernatural Adversaries,Las princesas bailadoras
742,306,1264,Danish,Tales of Magic,Supernatural Adversaries,De hullede sko
743,306,1265,Polish,Tales of Magic,Supernatural Adversaries,Buty w tańcu przetarte
744,306,1267,English,Tales of Magic,Supernatural Adversaries,The shoes that were danced to pieces
745,306,1268,French,Tales of Magic,Supernatural Adversaries,Les souliers usés au bal
746,306,1269,German,Tales of Magic,Supernatural Adversaries,Die zertanzten Schuhe
747,513,1272,Italian,Tales of Magic,Supernatural Helpers,I sei servi
748,513,1273,Spanish,Tales of Magic,Supernatural Helpers,Los seis criados
749,513,1274,Danish,Tales of Magic,Supernatural Helpers,De seks tjenere
750,513,1275,Polish,Tales of Magic,Supernatural Helpers,Sześcioro Sług
751,513,1277,English,Tales of Magic,Supernatural Helpers,The six servants
752,513,1279,German,Tales of Magic,Supernatural Helpers,Die sechs Diener
753,403,1282,Italian,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,La sposa bianca e quella nera
754,403,1283,Spanish,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,La novia blanca y la novia negra
755,403,1284,Danish,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,Den hvide og den sorte brud
756,403,1287,English,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,The white bride and the black one
757,403,1288,French,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,La noire et la blanche épousée
758,403,1289,German,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,Die weisse und die schwarze Braut
759,502,1292,Spanish,Tales of Magic,Supernatural Helpers,Juan de Hierro
760,502,1293,Danish,Tales of Magic,Supernatural Helpers,Jernhans
761,502,1294,Polish,Tales of Magic,Supernatural Helpers,Żelazny Jan
762,502,1296,English,Tales of Magic,Supernatural Helpers,Iron John
763,502,1297,German,Tales of Magic,Supernatural Helpers,Der Eisenhans
764,UNKNOWN,1300,Italian,UNKNOWN,UNKNOWN,Le tre principesse nere
765,UNKNOWN,1301,Spanish,UNKNOWN,UNKNOWN,Las tres princesas negras
766,UNKNOWN,1302,Danish,UNKNOWN,UNKNOWN,De tre sorte prinsesser
767,UNKNOWN,1305,English,UNKNOWN,UNKNOWN,The three black princesses
768,UNKNOWN,1307,German,UNKNOWN,UNKNOWN,Die drei schwarzen Prinzessinnen
769,1965,1310,Italian,Anecdotes and Jokes,Tall Tales,Knoist e i suoi tre figli
770,1965,1311,Spanish,Anecdotes and Jokes,Tall Tales,Knoist y sus tres hijos
771,1965,1312,Danish,Anecdotes and Jokes,Tall Tales,Knoist og hans tre sønner
772,1965,1315,English,Anecdotes and Jokes,Tall Tales,Knoist and his three sons
773,1965,1316,French,Anecdotes and Jokes,Tall Tales,Gnaste et ses trois fils
774,1965,1317,German,Anecdotes and Jokes,Tall Tales,Knoist und seine drei Söhne
775,UNKNOWN,1320,Italian,UNKNOWN,UNKNOWN,La ragazza di Brakel
776,UNKNOWN,1321,Spanish,UNKNOWN,UNKNOWN,La muchacha de Brakel
777,UNKNOWN,1322,Danish,UNKNOWN,UNKNOWN,Pigen fra Brakel
778,UNKNOWN,1325,Polish,UNKNOWN,UNKNOWN,The maid of Brakel
779,UNKNOWN,1326,French,UNKNOWN,UNKNOWN,La demoiselle de Brakel
780,UNKNOWN,1327,German,UNKNOWN,UNKNOWN,Das Mädchen von Brakel
781,1940,1330,Italian,Anecdotes and Jokes,Tall Tales,Donnette
782,1940,1331,Spanish,Anecdotes and Jokes,Tall Tales,Los fámulos
783,1940,1332,Danish,Anecdotes and Jokes,Tall Tales,Nabofolkene
784,1940,1335,English,Anecdotes and Jokes,Tall Tales,Domestic servants
785,1940,1336,French,Anecdotes and Jokes,Tall Tales,La maisonnée
786,1940,1337,German,Anecdotes and Jokes,Tall Tales,Das Hausgesinde
787,450,1340,Spanish,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,El corderillo y el pececillo
788,450,1341,Danish,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,Lammet og fisken
789,450,1344,Polish,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,The lambkin and the little fish
790,450,1345,German,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,Das Lämmchen und Fischchen
791,676,1348,Italian,Tales of Magic,Supernatural Power or Knowledge,Il monte Simeli
792,676,1349,Spanish,Tales of Magic,Supernatural Power or Knowledge,Monte Simeli
793,676,1350,Danish,Tales of Magic,Supernatural Power or Knowledge,Sesambjerget
794,676,1353,English,Tales of Magic,Supernatural Power or Knowledge,Simeli mountain
795,676,1355,German,Tales of Magic,Supernatural Power or Knowledge,Simeliberg
796,1696,1358,Italian,Anecdotes and Jokes,Stories about a Man,Il giramondo
797,1696,1359,Spanish,Anecdotes and Jokes,Stories about a Man,Inconvenientes de correr mundo
798,1696,1360,Danish,Anecdotes and Jokes,Stories about a Man,På rejse
799,1696,1363,English,Anecdotes and Jokes,Stories about a Man,Going a-travelling
800,1696,1364,German,Anecdotes and Jokes,Stories about a Man,Auf Reisen gehen
801,430,1367,Spanish,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,El borriquillo
802,430,1368,Danish,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,Det lille æsel
803,430,1371,English,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,The donkey
804,430,1372,French,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,Le petit âne
805,430,1373,German,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,Das Eselein
806,UNKNOWN,1376,Italian,UNKNOWN,UNKNOWN,Il figlio ingrato
807,UNKNOWN,1377,Spanish,UNKNOWN,UNKNOWN,El hijo ingrato
808,UNKNOWN,1378,Danish,UNKNOWN,UNKNOWN,Den utaknemlige søn
809,UNKNOWN,1381,English,UNKNOWN,UNKNOWN,The ungrateful son
810,UNKNOWN,1382,French,UNKNOWN,UNKNOWN,Le fils ingrat
811,UNKNOWN,1383,German,UNKNOWN,UNKNOWN,Der undankbare Sohn
812,1737,1386,Italian,Anecdotes and Jokes,Jokes about Clergymen and Religious Figures,La rapa
813,1737,1387,Spanish,Anecdotes and Jokes,Jokes about Clergymen and Religious Figures,La zanahoria
814,1737,1388,Danish,Anecdotes and Jokes,Jokes about Clergymen and Religious Figures,Historien om en roe
815,1737,1391,English,Anecdotes and Jokes,Jokes about Clergymen and Religious Figures,The turnip
816,1737,1393,German,Anecdotes and Jokes,Jokes about Clergymen and Religious Figures,Die Rübe
817,753,1396,Italian,Religious Tales,God Rewards and Punishes,Il fuoco che ringiovanisce
818,753,1397,Spanish,Religious Tales,God Rewards and Punishes,El hombrecillo rejuvenecido
819,753,1398,Danish,Religious Tales,God Rewards and Punishes,"Manden, der blev ung igen"
820,753,1401,English,Religious Tales,God Rewards and Punishes,The old man made young again
821,753,1403,German,Religious Tales,God Rewards and Punishes,Das junggeglühte Männlein
822,UNKNOWN,1406,Italian,UNKNOWN,UNKNOWN,Le bestie del Signore e quelle del diavolo
823,UNKNOWN,1407,Spanish,UNKNOWN,UNKNOWN,Nuestro Señor y el ganado del diablo
824,UNKNOWN,1408,Danish,UNKNOWN,UNKNOWN,Vorherres og djævelens dyr
825,UNKNOWN,1411,French,UNKNOWN,UNKNOWN,Les créatures de Dieu et les bêtes du Diable
826,UNKNOWN,1412,German,UNKNOWN,UNKNOWN,Des Herrn und des Teufels Getier
827,1290,1415,Italian,Anecdotes and Jokes,Stories about a Fool,La trave del gallo
828,1290,1416,Spanish,Anecdotes and Jokes,Stories about a Fool,La viga
829,1290,1417,Danish,Anecdotes and Jokes,Stories about a Fool,Hanebjælken
830,1290,1420,Polish,Anecdotes and Jokes,Stories about a Fool,The beam
831,1290,1422,German,Anecdotes and Jokes,Stories about a Fool,Der Hahnenbalken
832,UNKNOWN,1425,Italian,UNKNOWN,UNKNOWN,La vecchia mendicante
833,UNKNOWN,1426,Spanish,UNKNOWN,UNKNOWN,La vieja pordiosera
834,UNKNOWN,1427,Danish,UNKNOWN,UNKNOWN,Den gamle tiggerske
835,UNKNOWN,1428,Polish,UNKNOWN,UNKNOWN,Stara żebraczka
836,UNKNOWN,1430,English,UNKNOWN,UNKNOWN,The old beggar-woman
837,UNKNOWN,1432,German,UNKNOWN,UNKNOWN,Die alte Bettelfrau
838,1950,1435,Italian,Anecdotes and Jokes,Tall Tales,I tre pigri
839,1950,1436,Spanish,Anecdotes and Jokes,Tall Tales,Los tres haraganes
840,1950,1437,Danish,Anecdotes and Jokes,Tall Tales,Den dovneste
841,1950,1440,Polish,Anecdotes and Jokes,Tall Tales,The three sluggards
842,1950,1442,German,Anecdotes and Jokes,Tall Tales,Die drei Faulen
843,922,1445,Italian,Realistic Tales,Clever Acts and Words,Il pastorello
844,922,1446,Spanish,Realistic Tales,Clever Acts and Words,El zagalillo
845,922,1447,Danish,Realistic Tales,Clever Acts and Words,Den lille hyrdedreng
846,922,1450,Polish,Realistic Tales,Clever Acts and Words,The shepherd boy
847,922,1452,German,Realistic Tales,Clever Acts and Words,Das Hirtenbüblein
848,779,1455,Italian,Religious Tales,God Rewards and Punishes,La pioggia di stelle
849,779,1456,Spanish,Religious Tales,God Rewards and Punishes,El dinero llovido del cielo
850,779,1457,Danish,Religious Tales,God Rewards and Punishes,Stjernedalerne
851,779,1458,Polish,Religious Tales,God Rewards and Punishes,Gwiazdy dukaty
852,779,1460,Polish,Religious Tales,God Rewards and Punishes,The star-money
853,779,1461,French,Religious Tales,God Rewards and Punishes,Les ducats tombés du ciel
854,779,1462,German,Religious Tales,God Rewards and Punishes,Die Sterntaler
855,769,1465,Italian,Religious Tales,God Rewards and Punishes,Il centesimo rubato
856,769,1466,Spanish,Religious Tales,God Rewards and Punishes,Los ochavos robados
857,769,1467,Danish,Religious Tales,God Rewards and Punishes,Den stjålne toøre
858,769,1470,Polish,Religious Tales,God Rewards and Punishes,The stolen farthings
859,769,1472,German,Religious Tales,God Rewards and Punishes,Der gestohlene Heller
860,1452,1475,Italian,Anecdotes and Jokes,Stories about a Woman,La scelta della sposa
861,1452,1476,Spanish,Anecdotes and Jokes,Stories about a Woman,Elección de novia
862,1452,1477,Danish,Anecdotes and Jokes,Stories about a Woman,Brudeskuet
863,1452,1480,English,Anecdotes and Jokes,Stories about a Woman,Brides on their trial
864,1452,1481,German,Anecdotes and Jokes,Stories about a Woman,Die Brautschau
865,1451,1484,Italian,Anecdotes and Jokes,Stories about a Woman,Gli scarti
866,1451,1485,Spanish,Anecdotes and Jokes,Stories about a Woman,Una muchacha hacendosa
867,1451,1486,Danish,Anecdotes and Jokes,Stories about a Woman,Hørskæverne
868,1451,1489,English,Anecdotes and Jokes,Stories about a Woman,Odds and ends
869,1451,1490,French,Anecdotes and Jokes,Stories about a Woman,Les petits nœuds
870,1451,1491,German,Anecdotes and Jokes,Stories about a Woman,Die Schlickerlinge
871,157,1494,Italian,Animal Tales,Wild Animals and Humans,Il passero e i suoi quattro figli
872,157,1495,Spanish,Animal Tales,Wild Animals and Humans,El gorrión y sus cuatro gurriatos
873,157,1496,Danish,Animal Tales,Wild Animals and Humans,Spurven og dens fire unger
874,157,1499,English,Animal Tales,Wild Animals and Humans,The sparrow and his four children
875,157,1501,German,Animal Tales,Wild Animals and Humans,Der Sperling und seine vier Kinder
876,UNKNOWN,1504,Italian,UNKNOWN,UNKNOWN,La favola del paese di Cuccagna
877,UNKNOWN,1505,Spanish,UNKNOWN,UNKNOWN,El cuento de los despropósitos
878,UNKNOWN,1506,Danish,UNKNOWN,UNKNOWN,Eventyret om Slaraffenland
879,UNKNOWN,1509,English,UNKNOWN,UNKNOWN,The tale of Cockaigne
880,UNKNOWN,1511,German,UNKNOWN,UNKNOWN,Das Märchen vom Schlaraffenland
881,UNKNOWN,1514,Italian,UNKNOWN,UNKNOWN,Filastrocca di bugie
882,UNKNOWN,1515,Spanish,UNKNOWN,UNKNOWN,El cuento de las mentiras
883,UNKNOWN,1516,Danish,UNKNOWN,UNKNOWN,En løgnehistorie fra Ditmarsken
884,UNKNOWN,1517,Polish,UNKNOWN,UNKNOWN,Bajka Kłamczucha
885,UNKNOWN,1519,Polish,UNKNOWN,UNKNOWN,The Ditmarsch tale of wonders
886,UNKNOWN,1521,German,UNKNOWN,UNKNOWN,Das Dietmarsische Lügenmärchen
887,407,1524,Italian,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,Fiaba indovinello
888,407,1525,Spanish,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,Un cuento enigmático
889,407,1526,Danish,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,Eventyrgåde
890,407,1527,Polish,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,Bajka-zagadka
891,407,1529,English,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,A riddling tale
892,407,1530,French,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,Conte Devinette
893,407,1531,German,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,Rätselmärchen
894,426,1534,Italian,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,Biancaneve e Rosarossa
895,426,1535,Spanish,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,Blancanieve y Rojaflor
896,426,1536,Danish,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,Snehvid og Rosenrød
897,426,1537,Polish,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,Śnieżka i Różyczka
898,426,1539,English,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,Snow-White and Rose-Red
899,426,1540,French,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,Blanche-Rose et Rose-Rouge
900,426,1541,German,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,Schneeweisschen und Rosenrot
901,UNKNOWN,1545,Spanish,UNKNOWN,UNKNOWN,El listo Juan
902,UNKNOWN,1546,Danish,UNKNOWN,UNKNOWN,Den kloge karl
903,UNKNOWN,1549,Polish,UNKNOWN,UNKNOWN,The wise servant
904,UNKNOWN,1551,German,UNKNOWN,UNKNOWN,Der kluge Knecht
905,410,1555,Spanish,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,El féretro de cristal
906,410,1556,Danish,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,Glaskisten
907,410,1557,Polish,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,Szklana trumna
908,410,1559,English,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,The glass coffin
909,410,1560,French,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,Le cercueil de verre
910,410,1561,German,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,Der gläserne Sarg
911,1430,1565,Spanish,Anecdotes and Jokes,Stories about Married Couples,Enrique el holgazán
912,1430,1566,Danish,Anecdotes and Jokes,Stories about Married Couples,Den dovne Henrik
913,1430,1569,English,Anecdotes and Jokes,Stories about Married Couples,Lazy Harry
914,1430,1571,German,Anecdotes and Jokes,Stories about Married Couples,Der faule Heinz
915,610,1574,Spanish,Tales of Magic,Magic Objects,El Grifo
